Law ID,State,State Postal Abbreviation,FIPS Code,Type of Law,Effect,Type of Change,Effective Date,Effective Date Note,Effective Date Month,Effective Date Day,Effective Date Year,Statutory Citation,Content,Supercession Date,Controlling Law at Beginning of Period (1979),Age for Minimum Age Laws,"Length of Waiting Period (days, handguns)",Additional Context and Notes,Caveats and Ambiguities,Exception Code,Updated Contents?
AR1010,Arkansas,AR,05,Minimum purchase and sale age - long guns,Restrictive,Implement,1/1/1976,,1,1,1976,Ark. Code Ann. § 5-73-109,"(a) A person commits the offense of furnishing a deadly weapon to a minor if he or she sells, barters, leases, gives, rents, or otherwise furnishes a firearm or other deadly weapon to a minor without the consent of a parent, guardian, or other person responsible for general supervision of the minor's welfare. (b)  (1) Furnishing a deadly weapon to a minor is a Class A misdemeanor. (2) However, furnishing a deadly weapon to a minor is a Class B felony if the deadly weapon is:  (A) A handgun",,1,18,,"""Minor"" defined as under 18 by Ark. Code Ann. § 5-73-101.",,,
AR1011,Arkansas,AR,05,One gun per month - handguns,,,,,,,,,No law regarding one gun per month,,1,,,,,,
AR1012,Arkansas,AR,05,Open Carry not restricted - handguns,,,,,,,,,No law restricting open carry for handguns,,1,,,,,,
AR1013,Arkansas,AR,05,Registration - handguns,,,,,,,,,No law requiring registration of handguns,,1,,,,,,
AR1014,Arkansas,AR,05,Minimum purchase and sale age - handguns,Restrictive,Implement,1/1/1976,,1,1,1976,Ark. Code Ann. § 5-73-109,"(a) A person commits the offense of furnishing a deadly weapon to a minor if he or she sells, barters, leases, gives, rents, or otherwise furnishes a firearm or other deadly weapon to a minor without the consent of a parent, guardian, or other person responsible for general supervision of the minor's welfare. (b)  (1) Furnishing a deadly weapon to a minor is a Class A misdemeanor. (2) However, furnishing a deadly weapon to a minor is a Class B felony if the deadly weapon is:  (A) A handgun",,1,18,,"""Minor"" defined as under 18 by Ark. Code Ann. § 5-73-101.",,,
AR1015,Arkansas,AR,05,Child access laws - negligent storage (CAP),,,,,,,,,No law imposing child access laws - negligent storage (CAP),,1,,,,,,
AR1016,Arkansas,AR,05,Waiting period - handguns,,,,,,,,,No law imposing waiting period for purchase of handguns,,1,,,,,,
AR1017,Arkansas,AR,05,Background checks for private sales - long guns,,,,,,,,,No law requiring background checks for private sales of long guns,,1,,,,,,
AR1018,Arkansas,AR,05,Dealer license - long guns,,,,,,,,,No law requiring dealer license for long guns,,1,,,,,,
AR1019,Arkansas,AR,05,Registration - long guns,,,,,,,,,No law requiring registration of long guns,,1,,,,,,
AR1020,Arkansas,AR,05,Prohibited possessor - Adjudicated as mentally incompetent/defective/incapacitated/disabled,Restrictive,Implement,1/1/1976,,1,1,1976,AR ST § 5-73-103,"(a) Except as provided in subsection (d) of this section or unless authorized by and subject to such conditions as prescribed by the Governor, or his or her designee, or the United States Bureau of Alcohol, Tobacco, Firearms, and Explosives, or other bureau or office designated by the United States Department of Justice, no person shall possess or own any firearm who has been:
(2) Adjudicated mentally ill;",,1,,,,,,
AR1021,Arkansas,AR,05,Prohibited possessor -  Committed to MH facility,Restrictive,Implement,1/1/1976,,1,1,1976,AR ST § 5-73-103,"(a) Except as provided in subsection (d) of this section or unless authorized by and subject to such conditions as prescribed by the Governor, or his or her designee, or the United States Bureau of Alcohol, Tobacco, Firearms, and Explosives, or other bureau or office designated by the United States Department of Justice, no person shall possess or own any firearm who has been:

(3) Committed involuntarily to any mental institution.",,1,,,,,,
AR1022,Arkansas,AR,05,Safety training required - handguns,,,,,,,,,No law requiring safety training for handguns,,,,,,,,
AR1023,Arkansas,AR,05,Prohibited Possessor - ERPO,,,,,,,,,No law prohibiting possession of firearms by individuals subject to ERPO,,1,,,,,,
AR1024,Arkansas,AR,05,Prohibited possessor - DVRO,,,,,,,,,No law prohibiting individuals subject to DVRO from possessing firearms,,1,,,,,,
AR1025,Arkansas,AR,05,Carrying a concealed weapon (CCW) - shall issue (permit not required),Permissive,Modify,10/17/2018,,10,17,2018,"Taff v. State, 2018 Ark. App. 488",Merely possessing a weapon is not a crime in the State of Arkansas.?See Ark. Code Ann. § 5-73-120(a)?(providing that “[a] person commits the offense of carrying a weapon if he or she possesses a handgun … on or about his person … with a purpose to attempt to unlawfully employ the handgun … as a weapon against a person”).,,,,,,,,1
AR1026,Arkansas,AR,05,Waiting period - long guns,,,,,,,,,No law imposing waiting period for purchase of long guns,,1,,,,,,
AR1027,Arkansas,AR,05,Safety training required - long guns,,,,,,,,,No law requiring safety training for long guns,,1,,,,,,
AR1028,Arkansas,AR,05,Minimum age for youth possession - long guns,,,,,,,,,No law imposing minimum age for youth possession of long guns,,1,,,,,,
AR1029,Arkansas,AR,05,Background checks for sales from dealers - handguns,,,,,,,,,No law requiring background checks for dealer sales  of handguns,,1,,,,,,
AR1030,Arkansas,AR,05,Background checks for sales from dealers – Federal – handguns,Restrictive,Implement,2/28/1994,,2,28,1994,18 U.S.C.A. § 922(t),"Beginning on the date that is 90 days after the date of enactment of this subsection and ending on the day before the date that is 60 months after such date of enactment, it shall be unlawful for any licensed importer, licensed manufacturer, or licensed dealer to sell, deliver, or transfer a handgun to an individual who is not licensed under section 923, unless— 
(A) after the most recent proposal of such transfer by the transferee— 
(i) the transferor has— 
(I) received from the transferee a statement of the transferee containing the information described in paragraph (3); 
(II) verified the identity of the transferee by examining the identification document presented; 
(III) within 1 day after the transferee furnishes the statement, provided notice of the contents of the statement to the chief law enforcement officer of the place of residence of the transferee; and 
(IV) within 1 day after the transferee furnishes the statement, transmitted a copy of the statement to the chief law enforcement officer of the place of residence of the transfere",6/27/1997,,,,Part of the 1994 Brady Handgun Violence Prevention Act (Interim provisions),,,1
AR1031,Arkansas,AR,05,Background checks for sales from dealers – Federal – handguns,Permissive,Modify,6/27/1997,,6,27,1997,Printz v. United States 521 U.S. 898 (1997),The Supreme Court ruled that the interim provision of the Brady Act couldn't require sheriffs to perform background checks.,11/30/1998,,,,"Most states voluntarily complied with the mandate, so the effects of the ruling were negligible.  Only Ohio and Arkansas stopped performing background checks.",,,1
AR1032,Arkansas,AR,05,Background checks for sales from dealers – Federal – handguns,Restrictive,Implement,11/30/1998,,11,30,1998,18 U.S.C.A. § 922(t)(1),"Beginning on the date that is 30 days after the Attorney General notifies licensees under section 103(d) of the Brady Handgun Violence Prevention Act that the national instant criminal background check system is established, a licensed importer, licensed manufacturer, or licensed dealer shall not transfer a firearm to any other person who is not licensed under this chapter, unless—
(A) before the completion of the transfer, the licensee contacts the national instant crimin",,,,,"When NICS came online, the issues in the Printz ruling were no longer relevant.",,,1
AR1033,Arkansas,AR,05,Background checks for sales from dealers – Federal – long guns,Restrictive,Modify,11/30/1998,,11,30,1998,18 U.S.C.A. § 922(t)(1),"Beginning on the date that is 30 days after the Attorney General notifies licensees under section 103(d) of the Brady Handgun Violence Prevention Act that the national instant criminal background check system is established, a licensed importer, licensed manufacturer, or licensed dealer shall not transfer a firearm to any other person who is not licensed under this chapter, unless—
(A) before the completion of the transfer, the licensee contacts the national instant crimin",,,,,The National Instant Criminal Background Check System (NICS) was created in 1998. The Brady Act's interim provisions  requiring background checks for handguns were struck down and replaced with the requirement to conduct background checks on all dealer sales.,,,1
AR1034,Arkansas,AR,05,Background checks for sales from dealers - long guns,,,,,,,,,No law requiring background checks for dealer sales of long guns,,1,,,,,,
AR1035,Arkansas,AR,05,Firearm Ban,,,,,,,,,No law imposing any firearm ban,,1,,,,,,
AR1036,Arkansas,AR,05,Open Carry not restricted - long guns,,,,,,,,,No law restricting open carry for long guns,,1,,,,,,
AR1037,Arkansas,AR,05,Permit to Purchase - handguns,,,,,,,,,No law requiring permit for the purchase of a handgun,,1,,,,,,
AR1038,Arkansas,AR,05,Permit to Purchase - long guns,,,,,,,,,No law requiring permit for the purchase of a long gun,,1,,,,,,
AZ1001,Arizona,AZ,04,Background checks for private sales - handguns,,,,,,,,,No law requiring background checks for private sales of handguns,,1,,,,,,
AZ1002,Arizona,AZ,04,Background checks for private sales - long guns,Restrictive,Implement,4/19/1994,,4,19,1994,Ariz. Rev. Stat. § 13-3114,Repealed.,,,,,"
If the Brady Handgun Violence Protection Act (P.L. 103-159) is repealed or if there is a final determination by a court of competent jurisdiction that the Brady Handgun Violence Protection Act is unconstitutional, this section is repealed.
  A. By October 1, 1994 the department of public safety shall establish an instant background check system to determine whether purchases, sales or transfers of handguns to any person violate any federal law or any law of this state prohibiting the possession of handguns.",,,1
AZ1003,Arizona,AZ,04,Background checks for sales from dealers - handguns,,,,,,,,,No law requiring background checks for sales from dealers of handguns,,1,,,,,,
